KOfam	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Ia.1.I	p_Ib.1	p_Ia.4.II	p_Ia.4.RS39	p_Ia.4.1483	p_Ia.3.V	p_Ia.3.IV	p_Ia.3.III	p_Ia.3.I	p_Ia.3.II	p_Ia.3.VI	N_Ia.1.I	N_Ib.1	N_Ia.4.II	N_Ia.4.RS39	N_Ia.4.1483	N_Ia.3.V	N_Ia.3.IV	N_Ia.3.III	N_Ia.3.I	N_Ia.3.II	N_Ia.3.VI
single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	82.3242464195599	1.7559271454941344e-13	2.61607735484646e-12	Ia.1.I, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II	K07462	GC_00001659, GC_00002115, GC_00002386, GC_00003876, GC_00008045	1	0	0	0	0	0	1	1	1	1	0.0426	7	2	7	4	1	8	2	5	3	6	47
superoxide oxidase [EC:1.10.3.17]	82.28896584712409	1.7841932084547899e-13	2.61607735484646e-12	Ib.1, Ia.4.RS39, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K12262	GC_00000993, GC_00003709	0.8571	1	0	1	0	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glutarate dioxygenase [EC:1.14.11.64]	82.27395182141417	1.7963593517888085e-13	2.61607735484646e-12	Ia.1.I, Ia.4.II, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K15737	GC_00000951	1	0.5	1	0	1	1	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
glycerol kinase [EC:2.7.1.30]	81.92381096097391	2.1047742467643976e-13	3.030396557557377e-12	Ib.1, Ia.3.V, Ia.3.III, Ia.3.I, Ia.3.VI	K00864	GC_00001100	0	1	0	0	0	1	0.5	1	1	0.6667	1	7	2	7	4	1	8	2	5	3	6	47
acetoacetyl-CoA synthetase [EC:6.2.1.16]	81.85335018842176	2.172948195326801e-13	3.0933992848079287e-12	Ib.1, Ia.3.V, Ia.3.IV, Ia.3.I, Ia.3.VI	K01907	GC_00001132	0.1429	1	0	0	0	1	1	0.6	1	0	1	7	2	7	4	1	8	2	5	3	6	47
glycerol transport system permease protein	81.66552760644763	2.365625745226945e-13	3.293678922200592e-12	Ib.1, Ia.3.III, Ia.3.I, Ia.3.II	K17323	GC_00001584, GC_00001586	0	1	0	0	0	0	0	1	1	0.6667	0	7	2	7	4	1	8	2	5	3	6	47
glycerol transport system substrate-binding protein	81.66552760644763	2.365625745226945e-13	3.293678922200592e-12	Ib.1, Ia.3.III, Ia.3.I, Ia.3.II	K17321	GC_00001608	0	1	0	0	0	0	0	1	1	0.6667	0	7	2	7	4	1	8	2	5	3	6	47
malonate transporter and related proteins	80.91567255122185	3.32019497513829e-13	4.572485905978493e-12	Ia.3.V	K13936	GC_00001769	0	0	0	0	0	1	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
gamma-glutamylputrescine oxidase [EC:1.4.3.-]	80.36184709445554	4.2638749974741197e-13	5.808956582580333e-12	Ia.1.I, Ia.3.IV, Ia.3.I, Ia.3.VI	K09471	GC_00001219	0.8571	0	0	0	0	0	1	0	1	0	0.9574	7	2	7	4	1	8	2	5	3	6	47
phosphoenolpyruvate carboxylase [EC:4.1.1.31]	80.07596463150134	4.851253239981893e-13	6.538870058571338e-12	Ib.1, Ia.4.RS39, Ia.3.V, Ia.3.IV, Ia.3.I, Ia.3.II, Ia.3.VI	K01595	GC_00001043	0.5714	1	0	1	0	1	1	0	1	1	1	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilY1	79.19490723043593	7.218710938073861e-13	9.332761998509777e-12	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.IV, Ia.3.I	K02674	GC_00001907, GC_00002778, GC_00002883, GC_00003493, GC_00003664, GC_00004706, GC_00005209, GC_00005967, GC_00006931, GC_00007123, GC_00007776, GC_00008241	0.7143	1	1	0.25	0	0	1	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilM	79.19490723043593	7.218710938073861e-13	9.332761998509777e-12	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.IV, Ia.3.I	K02662	GC_00001470	0.7143	1	1	0.25	0	0	1	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilO	79.19490723043593	7.218710938073861e-13	9.332761998509777e-12	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.IV, Ia.3.I	K02664	GC_00001478	0.7143	1	1	0.25	0	0	1	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilQ	79.19490723043593	7.218710938073861e-13	9.332761998509777e-12	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.IV, Ia.3.I	K02666	GC_00001489	0.7143	1	1	0.25	0	0	1	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
oxidoreductase [EC:1.1.1.-]	79.10617086941471	7.513331749705301e-13	9.615546794824864e-12	Ia.3.V, Ia.3.I, Ia.3.VI	K17290	GC_00001171	0.4286	0	0	0	0	1	0.5	0	0.6667	0	1	7	2	7	4	1	8	2	5	3	6	47
gluconolactonase [EC:3.1.1.17]	78.6799097233179	9.104531436345445e-13	1.1309256205734979e-11	Ia.1.I, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.VI	K01053	GC_00001134	0.7143	0	0	0	1	1	1	0	0	0.3333	1	7	2	7	4	1	8	2	5	3	6	47
D-xylose 1-dehydrogenase [EC:1.1.1.175]	78.6799097233179	9.104531436345445e-13	1.1309256205734979e-11	Ia.1.I, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.VI	K22185	GC_00000005, GC_00001910	0.7143	0	0	0	1	1	1	0	0	0.3333	1	7	2	7	4	1	8	2	5	3	6	47
xylonate dehydratase [EC:4.2.1.82]	78.6799097233179	9.104531436345445e-13	1.1309256205734979e-11	Ia.1.I, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.VI	K22186	GC_00001136	0.7143	0	0	0	1	1	1	0	0	0.3333	1	7	2	7	4	1	8	2	5	3	6	47
cytochrome c peroxidase [EC:1.11.1.5]	78.35349090560172	1.0546529778876959e-12	1.2845279125882715e-11	Ia.3.V, Ia.3.VI	K00428	GC_00001249	0	0	0	0	0	0.625	0.5	0	0	0	0.9787	7	2	7	4	1	8	2	5	3	6	47
TRAP-type transport system large permease protein	78.35349090560172	1.0546529778876959e-12	1.2845279125882715e-11	Ia.3.V, Ia.3.VI	K21393	GC_00001240	0	0	0	0	0	0.625	0.5	0	0	0	0.9787	7	2	7	4	1	8	2	5	3	6	47
aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	78.27023672904313	1.0949409199647461e-12	1.2845279125882715e-11	Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.II	K03518	GC_00001564	0	0	0	0	1	0.375	0	1	0	1	0	7	2	7	4	1	8	2	5	3	6	47
aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]	78.27023672904313	1.0949409199647461e-12	1.2845279125882715e-11	Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.II	K03519	GC_00001570	0	0	0	0	1	0.375	0	1	0	1	0	7	2	7	4	1	8	2	5	3	6	47
molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	78.27023672904313	1.0949409199647461e-12	1.2845279125882715e-11	Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.II	K07141	GC_00001573	0	0	0	0	1	0.375	0	1	0	1	0	7	2	7	4	1	8	2	5	3	6	47
aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]	78.27023672904313	1.0949409199647461e-12	1.2845279125882715e-11	Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.II	K03520	GC_00001571	0	0	0	0	1	0.375	0	1	0	1	0	7	2	7	4	1	8	2	5	3	6	47
phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	77.94020259376008	1.270321110176795e-12	1.4766026115541277e-11	Ia.1.I	K01523	GC_00002059	0.8571	0	0	0	0	0	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
carbonic anhydrase [EC:4.2.1.1]	77.53771908641914	1.5225115385849787e-12	1.7536564721701525e-11	Ib.1, Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.II, Ia.3.VI	K01673	GC_00001063	0.7143	1	0	0.25	1	1	0	1	0	1	1	7	2	7	4	1	8	2	5	3	6	47
threonine aldolase [EC:4.1.2.48]	76.81479854483871	2.1072262721989095e-12	2.4052753935819987e-11	Ia.1.I, Ib.1, Ia.3.IV, Ia.3.I, Ia.3.II, Ia.3.VI	K01620	GC_00001089	1	1	0	0	0	0.375	1	0.2	1	1	1	7	2	7	4	1	8	2	5	3	6	47
betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	76.49536348725753	2.432399488586003e-12	2.751651921462916e-11	Ib.1, Ia.4.1483, Ia.3.V, Ia.3.I, Ia.3.II, Ia.3.VI	K00544	GC_00001182, GC_00001519	0.7143	1	0	0	1	1	0	0.8	1	1	1	7	2	7	4	1	8	2	5	3	6	47
inosose dehydratase [EC:4.2.1.44]	76.14482407291698	2.8470452802843785e-12	3.136701191408963e-11	Ia.4.II, Ia.3.V, Ia.3.IV, Ia.3.VI	K03335	GC_00001111	0	0	0.8571	0.5	0	1	1	0.6	0	0	1	7	2	7	4	1	8	2	5	3	6	47
myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	76.14482407291698	2.8470452802843785e-12	3.136701191408963e-11	Ia.4.II, Ia.3.V, Ia.3.IV, Ia.3.VI	K00010	GC_00001234, GC_00001262, GC_00001569	0	0	0.8571	0.5	0	1	1	0.6	0	0	1	7	2	7	4	1	8	2	5	3	6	47
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	76.14482407291698	2.8470452802843785e-12	3.136701191408963e-11	Ia.4.II, Ia.3.V, Ia.3.IV, Ia.3.VI	K03336	GC_00001109	0	0	0.8571	0.5	0	1	1	0.6	0	0	1	7	2	7	4	1	8	2	5	3	6	47
biotin/methionine sulfoxide reductase [EC:1.-.-.-]	75.96994818249358	3.0795293165713643e-12	3.363589348358551e-11	Ib.1, Ia.3.I	K08351	GC_00002500	0	1	0	0	0	0	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	75.94668021871996	3.1118560652486628e-12	3.369847551000048e-11	Ib.1, Ia.3.I	K01644	GC_00002277, GC_00006814	0	1	0	0	0	0	0	0	1	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]	75.78547371057583	3.3453073737076693e-12	3.591952917362387e-11	Ia.1.I, Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.VI	K21883	GC_00000011	1	1	1	1	1	1	1	1	1	0.1667	1	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilV	75.25044970180393	4.252557558410123e-12	4.527723047483719e-11	Ia.1.I, Ib.1, Ia.4.II, Ia.3.IV	K02671	GC_00001881, GC_00002942, GC_00002943, GC_00007784	0.7143	1	0.8571	0	0	0	1	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	75.15949242299982	4.429544099829899e-12	4.6768603120704016e-11	Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K07246	GC_00001145	0.1429	0	0	0	0	0.375	0	1	1	0.8333	1	7	2	7	4	1	8	2	5	3	6	47
glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]	74.85658415013076	5.073598590460937e-12	5.187314070015558e-11	Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.V, Ia.3.I	K13693	GC_00001490	0	1	1	0.75	0	0.75	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	74.85658415013076	5.073598590460937e-12	5.187314070015558e-11	Ib.1, Ia.4.II, Ia.4.RS39, Ia.3.V, Ia.3.I	K07026	GC_00001488	0	1	1	0.75	0	0.75	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
ureidoglycolate lyase [EC:4.3.2.3]	74.8372622829651	5.117713170891434e-12	5.187314070015558e-11	Ia.1.I, Ia.4.1483, Ia.3.V, Ia.3.IV	K01483	GC_00001599	0.5714	0	0	0	1	1	0.5	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
allantoinase [EC:3.5.2.5]	74.8372622829651	5.117713170891434e-12	5.187314070015558e-11	Ia.1.I, Ia.4.1483, Ia.3.V, Ia.3.IV	K16842	GC_00001591	0.5714	0	0	0	1	1	0.5	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
allantoicase [EC:3.5.3.4]	74.8372622829651	5.117713170891434e-12	5.187314070015558e-11	Ia.1.I, Ia.4.1483, Ia.3.V, Ia.3.IV	K01477	GC_00001596	0.5714	0	0	0	1	1	0.5	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
cyclic-di-GMP-binding protein	74.72777424578248	5.375008186490054e-12	5.404869343081666e-11	Ia.1.I, Ib.1, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K09767	GC_00001041	0.8571	1	0	0	0	0.75	1	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
formate dehydrogenase [EC:1.17.1.9]	74.69895587053846	5.444848046687595e-12	5.431986200908018e-11	Ib.1, Ia.4.II, Ia.4.RS39	K00122	GC_00001582	0.1429	0.5	1	1	0	0.125	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
mannosylglycerate hydrolase [EC:3.2.1.170]	74.63465050636762	5.603966580787708e-12	5.5470512952015824e-11	Ia.3.V, Ia.3.VI	K25649	GC_00001287	0	0	0	0	0	0.75	0	0	0	0	0.9362	7	2	7	4	1	8	2	5	3	6	47
cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]	73.49342840226946	9.339022306553323e-12	9.172512606514001e-11	Ia.3.III, Ia.3.II	K21624	GC_00001759	0	0	0	0	0	0	0	0.8	0	0.8333	0	7	2	7	4	1	8	2	5	3	6	47
histone deacetylase 11 [EC:3.5.1.98]	72.80733325385187	1.2689969832650236e-11	1.2367839829206039e-10	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.II, Ia.3.VI	K11418	GC_00000990	0.1429	1	1	1	1	1	1	1	0.3333	1	1	7	2	7	4	1	8	2	5	3	6	47
4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	72.6851455024165	1.3401702285546121e-11	1.2961799080753386e-10	Ia.4.II, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.VI	K02510	GC_00001108, GC_00001977, GC_00008203	0.1429	0	0.8571	0.5	0	1	1	0.8	0	0	1	7	2	7	4	1	8	2	5	3	6	47
trehalose/maltose transport system permease protein	72.53599526001342	1.4324606203412333e-11	1.3749451560396537e-10	Ia.3.V, Ia.3.VI	K10238	GC_00001276	0	0	0	0	0	0.75	0.5	0	0	0	0.9362	7	2	7	4	1	8	2	5	3	6	47
glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	71.84762332631456	1.947509448535899e-11	1.8143341700699217e-10	Ib.1, Ia.3.III, Ia.3.II, Ia.3.VI	K00104	GC_00001081	0.7143	1	0	0	0	0.75	0.5	1	0	1	1	7	2	7	4	1	8	2	5	3	6	47
glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	71.84762332631456	1.947509448535899e-11	1.8143341700699217e-10	Ib.1, Ia.3.III, Ia.3.II, Ia.3.VI	K11472	GC_00001087	0.7143	1	0	0	0	0.75	0.5	1	0	1	1	7	2	7	4	1	8	2	5	3	6	47
glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	71.84762332631456	1.947509448535899e-11	1.8143341700699217e-10	Ib.1, Ia.3.III, Ia.3.II, Ia.3.VI	K11473	GC_00001074	0.7143	1	0	0	0	0.75	0.5	1	0	1	1	7	2	7	4	1	8	2	5	3	6	47
D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	71.84762332631446	1.9475094485359855e-11	1.8143341700699217e-10	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.I	K00102	GC_00001481	0.2857	0	1	1	1	0.25	0.5	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
malonyl-CoA decarboxylase [EC:4.1.1.9]	71.67830305168084	2.1002385235976494e-11	1.9423373791227895e-10	Ia.1.I, Ib.1, Ia.3.I	K01578	GC_00002013	0.2857	1	0	0	0	0	0	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	70.39993721172473	3.711320863507136e-11	3.407422850770682e-10	Ia.3.V, Ia.3.VI	K00549	GC_00001279, GC_00006545	0	0.5	0	0	0	0.75	0.5	0	0	0	0.9362	7	2	7	4	1	8	2	5	3	6	47
adenosylhomocysteine nucleosidase [EC:3.2.2.9]	69.39012587468991	5.813875520914913e-11	5.224241336878927e-10	Ia.1.I, Ia.3.IV, Ia.3.II	K01243	GC_00001709	0.8571	0	0	0	0	0	1	0	0	0.3333	0	7	2	7	4	1	8	2	5	3	6	47
methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	69.39012587468989	5.813875520914985e-11	5.224241336878927e-10	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.I, Ia.3.VI	K08963	GC_00000997	0.1429	1	1	1	1	1	0	1	1	0.6667	1	7	2	7	4	1	8	2	5	3	6	47
5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	69.39012587468989	5.813875520914985e-11	5.224241336878927e-10	Ib.1, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.III, Ia.3.I, Ia.3.VI	K00772	GC_00001005	0.1429	1	1	1	1	1	0	1	1	0.6667	1	7	2	7	4	1	8	2	5	3	6	47
simple sugar transport system permease protein	68.21330171977756	9.799584876609179e-11	8.682569257806875e-10	Ia.4.II, Ia.3.IV, Ia.3.VI	K02057	GC_00001241, GC_00001613	0	0	0.8571	0.5	0	0.625	1	0.6	0	0	1	7	2	7	4	1	8	2	5	3	6	47
simple sugar transport system substrate-binding protein	68.21330171977756	9.799584876609179e-11	8.682569257806875e-10	Ia.4.II, Ia.3.IV, Ia.3.VI	K02058	GC_00001239, GC_00001614	0	0	0.8571	0.5	0	0.625	1	0.6	0	0	1	7	2	7	4	1	8	2	5	3	6	47
urease subunit beta [EC:3.5.1.5]	67.39567123854326	1.4075332444399686e-10	1.2131596059220681e-9	Ia.3.V	K01429	GC_00002180	0	0	0	0	0	0.75	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
urease subunit gamma [EC:3.5.1.5]	67.39567123854326	1.4075332444399686e-10	1.2131596059220681e-9	Ia.3.V	K01430	GC_00002055	0	0	0	0	0	0.75	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
phosphatidylcholine synthase [EC:2.7.8.24]	67.39567123854326	1.4075332444399686e-10	1.2131596059220681e-9	Ia.3.V	K01004	GC_00002114	0	0	0	0	0	0.75	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
urease subunit alpha [EC:3.5.1.5]	67.39567123854326	1.4075332444399686e-10	1.2131596059220681e-9	Ia.3.V	K01428	GC_00002168	0	0	0	0	0	0.75	0	0	0	0	0	7	2	7	4	1	8	2	5	3	6	47
diamine N-acetyltransferase [EC:2.3.1.57]	66.67615393679876	1.9348276730652621e-10	1.6563693660633021e-9	Ia.1.I, Ia.4.1483, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K00657	GC_00001106	1	0	0	0	1	0.25	0.5	1	1	0.8333	0.9574	7	2	7	4	1	8	2	5	3	6	47
multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	66.16361535713311	2.4263890801746165e-10	2.0632449426719726e-9	Ia.4.II, Ia.3.V, Ia.3.VI	K10111	GC_00000091	0	0	0.8571	0.5	0	0.75	0.5	0	0	0.5	1	7	2	7	4	1	8	2	5	3	6	47
ethanolamine utilization protein EutQ	65.59347519221484	3.120423677955546e-10	2.6357178666464513e-9	Ia.1.I, Ia.3.IV, Ia.3.I	K04030	GC_00002234	0.1429	0	0	0	0	0	0.5	0	1	0	0	7	2	7	4	1	8	2	5	3	6	47
holin-like protein	64.76025882170495	4.504614966267662e-10	3.7797001074577e-9	Ia.3.III	K06518	GC_00001976	0	0	0	0	0	0	0	1	0	0	0.0426	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilN	64.19719873924555	5.771028854666582e-10	4.7479828304302336e-9	Ia.3.III, Ia.3.II, Ia.3.VI	K02663	GC_00001269	0	0	0	0	0	0.125	0	1	0	1	0.8511	7	2	7	4	1	8	2	5	3	6	47
stage V sporulation protein K	64.19719873924555	5.771028854666582e-10	4.7479828304302336e-9	Ia.3.III, Ia.3.II, Ia.3.VI	K06413	GC_00001256	0	0	0	0	0	0.125	0	1	0	1	0.8511	7	2	7	4	1	8	2	5	3	6	47
type IV pilus assembly protein PilF	64.19719873924555	5.771028854666582e-10	4.7479828304302336e-9	Ia.3.III, Ia.3.II, Ia.3.VI	K02656	GC_00001257, GC_00005035, GC_00005195, GC_00007415	0	0	0	0	0	0.125	0	1	0	1	0.8511	7	2	7	4	1	8	2	5	3	6	47
NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]	63.19163999859659	8.976249778475637e-10	7.337360302792666e-9	Ia.3.V, Ia.3.III, Ia.3.II, Ia.3.VI	K18382	GC_00001103	0.5714	0	0	0	0	0.875	0.5	0.8	0	0.8333	0.9787	7	2	7	4	1	8	2	5	3	6	47
haloacetate dehalogenase [EC:3.8.1.3]	62.830169609893005	1.0518583289923711e-9	8.542977582264963e-9	Ia.3.V, Ia.3.IV	K01561	GC_00001653	0	0	0	0	0	1	0.5	0	0	0	0.0638	7	2	7	4	1	8	2	5	3	6	47
large subunit ribosomal protein L34	62.47109527315061	1.231147628472553e-9	9.935439778819902e-9	Ia.1.I, Ia.3.V, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K02914	GC_00001065	0.8571	0	0	0.5	0	0.875	0	1	1	1	0.9574	7	2	7	4	1	8	2	5	3	6	47
glycerol transport system ATP-binding protein	62.09028597981016	1.4545950587968303e-9	1.1615112721761222e-8	Ib.1, Ia.3.V, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K17324	GC_00001117, GC_00001121, GC_00001601, GC_00001603	0.5714	1	0	0	0	0.875	0.5	1	1	0.8333	0.9787	7	2	7	4	1	8	2	5	3	6	47
UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	62.0855426230949	1.4576187235675093e-9	1.1615112721761222e-8	Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.VI	K13020	GC_00001163, GC_00001227, GC_00002970, GC_00004358, GC_00004372, GC_00004447, GC_00005455, GC_00006339, GC_00006444, GC_00006629, GC_00006688, GC_00007823	0.2857	0	0.4286	0	1	1	1	0.8	0	0.5	1	7	2	7	4	1	8	2	5	3	6	47
DNA adenine methylase [EC:2.1.1.72]	61.216567753268826	2.1315584010329967e-9	1.667861059707836e-8	Ia.1.I, Ia.4.II, Ia.3.II	K06223	GC_00002018, GC_00004845, GC_00004944, GC_00004955, GC_00005504, GC_00007684	0.2857	0	1	0	0	0	0	0	0	0.1667	0.0213	7	2	7	4	1	8	2	5	3	6	47
MoxR-like ATPase [EC:3.6.3.-]	61.21550831828269	2.132545317069214e-9	1.667861059707836e-8	Ib.1, Ia.4.1483, Ia.3.III, Ia.3.II, Ia.3.VI	K03924	GC_00001216	0	1	0	0	1	0.125	0.5	1	0	1	0.8511	7	2	7	4	1	8	2	5	3	6	47
protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	61.21550831828269	2.132545317069214e-9	1.667861059707836e-8	Ib.1, Ia.4.1483, Ia.3.III, Ia.3.II, Ia.3.VI	K22452	GC_00001371, GC_00001700, GC_00001855, GC_00002949, GC_00003856	0	1	0	0	1	0.125	0.5	1	0	1	0.8511	7	2	7	4	1	8	2	5	3	6	47
antitoxin CptB	60.982820012465865	2.360696866853531e-9	1.8127290486687758e-8	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K09159	GC_00000992, GC_00002043	1	0	1	1	1	1	1	1	1	1	0.9787	7	2	7	4	1	8	2	5	3	6	47
peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	60.982820012465865	2.360696866853531e-9	1.8127290486687758e-8	Ia.1.I, Ia.4.II, Ia.4.RS39, Ia.4.1483, Ia.3.V, Ia.3.IV, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K03770	GC_00001001, GC_00001989	1	0	1	1	1	1	1	1	1	1	0.9787	7	2	7	4	1	8	2	5	3	6	47
DnaJ like chaperone protein	60.98282001246582	2.3606968668535756e-9	1.8127290486687758e-8	Ib.1	K05801	GC_00002879	0	1	0	0	0	0	0	0	0	0	0.0213	7	2	7	4	1	8	2	5	3	6	47
two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	60.943294201843344	2.4017959532782918e-9	1.8331779956648167e-8	Ia.4.1483, Ia.3.III, Ia.3.I, Ia.3.II, Ia.3.VI	K07636	GC_00001143, GC_00001797	0	0.5	0.4286	0.5	1	0.625	0	1	1	1	1	7	2	7	4	1	8	2	5	3	6	47
alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]	60.65185428471306	2.727629198634757e-9	1.963583065153544e-8	Ia.3.I	K06162	GC_00003994	0	0	0	0	0	0	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]	60.65185428471306	2.727629198634757e-9	1.963583065153544e-8	Ia.3.I	K06164	GC_00003057	0	0	0	0	0	0	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
GntR family transcriptional regulator, phosphonate transport system regulatory protein	60.65185428471306	2.727629198634757e-9	1.963583065153544e-8	Ia.3.I	K02043	GC_00003483	0	0	0	0	0	0	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]	60.65185428471306	2.727629198634757e-9	1.963583065153544e-8	Ia.3.I	K06166	GC_00003956	0	0	0	0	0	0	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
ribose 1,5-bisphosphokinase [EC:2.7.4.23]	60.65185428471306	2.727629198634757e-9	1.963583065153544e-8	Ia.3.I	K05774	GC_00003896	0	0	0	0	0	0	0	0	0.6667	0	0	7	2	7	4	1	8	2	5	3	6	47
